Section,Name,Type,Default,Description,Model,Estimator
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,SelectFwe,<class 'sklearn.feature_selection._univariate_selection.SelectFwe'>
Parameters,score_func,callable,f_classif,"Function taking two arrays X and y, and returning a pair of arrays (scores, pvalues) or a single array with scores. Default is f_classif (see below ""See Also""). The default function only works with classification tasks.",SelectKBest,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>
Attributes,k,"int or ""all""",10,"Number of top features to select. The ""all"" option bypasses selection, for use in a parameter search.",SelectKBest,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>
Attributes,scores_,array-like of shape (n_features,,Scores of features.,SelectKBest,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>
Attributes,pvalues_,array-like of shape (n_features,,"p-values of feature scores, None if `score_func` returned only scores.",SelectKBest,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,SelectKBest,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,SelectKBest,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>
Parameters,score_func,callable,f_classif,"Function taking two arrays X and y, and returning a pair of arrays (scores, pvalues) or a single array with scores. Default is f_classif (see below ""See Also""). The default function only works with classification tasks.",SelectPercentile,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>
Attributes,percentile,int,10,Percent of features to keep.,SelectPercentile,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>
Attributes,scores_,array-like of shape (n_features,,Scores of features.,SelectPercentile,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>
Attributes,pvalues_,array-like of shape (n_features,,"p-values of feature scores, None if `score_func` returned only scores.",SelectPercentile,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,SelectPercentile,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,SelectPercentile,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>
Parameters,estimator,estimator object,,"An estimator object implementing `fit` and `predict_proba`. Invoking the `fit` method will fit a clone of the passed estimator, which will be stored in the `estimator_` attribute. `estimator` was added to replace `base_estimator`.",SelfTrainingClassifier,<class 'sklearn.semi_supervised._self_training.SelfTrainingClassifier'>
Parameters,base_estimator,estimator object,,"An estimator object implementing `fit` and `predict_proba`. Invoking the `fit` method will fit a clone of the passed estimator, which will be stored in the `estimator_` attribute. `base_estimator` was deprecated in 1.6 and will be removed in 1.8. Use `estimator` instead.",SelfTrainingClassifier,<class 'sklearn.semi_supervised._self_training.SelfTrainingClassifier'>
Parameters,threshold,float,0.75,"The decision threshold for use with `criterion='threshold'`. Should be in [0, 1). When using the `'threshold'` criterion, a :ref:`well calibrated classifier <calibration>` should be used.",SelfTrainingClassifier,<class 'sklearn.semi_supervised._self_training.SelfTrainingClassifier'>
Parameters,criterion,{'threshold','threshold',"The selection criterion used to select which labels to add to the training set. If `'threshold'`, pseudo-labels with prediction probabilities above `threshold` are added to the dataset. If `'k_best'`, the `k_best` pseudo-labels with highest prediction probabilities are added to the dataset. When using the 'threshold' criterion, a :ref:`well calibrated classifier <calibration>` should be used.",SelfTrainingClassifier,<class 'sklearn.semi_supervised._self_training.SelfTrainingClassifier'>
Parameters,k_best,int,10,The amount of samples to add in each iteration. Only used when `criterion='k_best'`.,SelfTrainingClassifier,<class 'sklearn.semi_supervised._self_training.SelfTrainingClassifier'>
Parameters,max_iter,int or None,10,"Maximum number of iterations allowed. Should be greater than or equal to 0. If it is `None`, the classifier will continue to predict labels until no new pseudo-labels are added, or all unlabeled samples have been labeled.",SelfTrainingClassifier,<class 'sklearn.semi_supervised._self_training.SelfTrainingClassifier'>
Attributes,verbose,bool,False,Enable verbose output.,SelfTrainingClassifier,<class 'sklearn.semi_supervised._self_training.SelfTrainingClassifier'>
Attributes,estimator_,estimator object,,The fitted estimator.,SelfTrainingClassifier,<class 'sklearn.semi_supervised._self_training.SelfTrainingClassifier'>
Attributes,classes_,ndarray or list of ndarray of shape (n_classes,,Class labels for each output. (Taken from the trained `estimator_`).,SelfTrainingClassifier,<class 'sklearn.semi_supervised._self_training.SelfTrainingClassifier'>
Attributes,transduction_,ndarray of shape (n_samples,,"The labels used for the final fit of the classifier, including pseudo-labels added during fit.",SelfTrainingClassifier,<class 'sklearn.semi_supervised._self_training.SelfTrainingClassifier'>
Attributes,labeled_iter_,ndarray of shape (n_samples,,"The iteration in which each sample was labeled. When a sample has iteration 0, the sample was already labeled in the original dataset. When a sample has iteration -1, the sample was not labeled in any iteration.",SelfTrainingClassifier,<class 'sklearn.semi_supervised._self_training.SelfTrainingClassifier'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,SelfTrainingClassifier,<class 'sklearn.semi_supervised._self_training.SelfTrainingClassifier'>
Attributes,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,SelfTrainingClassifier,<class 'sklearn.semi_supervised._self_training.SelfTrainingClassifier'>
Attributes,n_iter_,int,,"The number of rounds of self-training, that is the number of times the base estimator is fitted on relabeled variants of the training set.",SelfTrainingClassifier,<class 'sklearn.semi_supervised._self_training.SelfTrainingClassifier'>
,termination_condition_,{'max_iter',,The reason that fitting was stopped. - `'max_iter'`: `n_iter_` reached `max_iter`. - `'no_change'`: no new labels were predicted. - `'all_labeled'`: all unlabeled samples were labeled before `max_iter` was reached.,SelfTrainingClassifier,<class 'sklearn.semi_supervised._self_training.SelfTrainingClassifier'>
Parameters,estimator,estimator instance,,An unfitted estimator.,SequentialFeatureSelector,<class 'sklearn.feature_selection._sequential.SequentialFeatureSelector'>
Parameters,n_features_to_select,"""auto""","""auto""","If `""auto""`, the behaviour depends on the `tol` parameter: - if `tol` is not `None`, then features are selected while the score change does not exceed `tol`. - otherwise, half of the features are selected. If integer, the parameter is the absolute number of features to select. If float between 0 and 1, it is the fraction of features to select. The option `""auto""` was added in version 1.1. The default changed from `""warn""` to `""auto""` in 1.3.",SequentialFeatureSelector,<class 'sklearn.feature_selection._sequential.SequentialFeatureSelector'>
Parameters,tol,float,None,"If the score is not incremented by at least `tol` between two consecutive feature additions or removals, stop adding or removing. `tol` can be negative when removing features using `direction=""backward""`. `tol` is required to be strictly positive when doing forward selection. It can be useful to reduce the number of features at the cost of a small decrease in the score. `tol` is enabled only when `n_features_to_select` is `""auto""`.",SequentialFeatureSelector,<class 'sklearn.feature_selection._sequential.SequentialFeatureSelector'>
Parameters,direction,{'forward','forward',Whether to perform forward selection or backward selection.,SequentialFeatureSelector,<class 'sklearn.feature_selection._sequential.SequentialFeatureSelector'>
Parameters,scoring,str or callable,None,"A single str (see :ref:`scoring_parameter`) or a callable (see :ref:`scoring_callable`) to evaluate the predictions on the test set. NOTE that when using a custom scorer, it should return a single value. If None, the estimator's score method is used.",SequentialFeatureSelector,<class 'sklearn.feature_selection._sequential.SequentialFeatureSelector'>
Parameters,cv,int,None,"Determines the cross-validation splitting strategy. Possible inputs for cv are: - None, to use the default 5-fold cross validation, - integer, to specify the number of folds in a `(Stratified)KFold`, - :term:`CV splitter`, - An iterable yielding (train, test) splits as arrays of indices. For integer/None inputs, if the estimator is a classifier and ``y`` is either binary or multiclass, :class:`~sklearn.model_selection.StratifiedKFold` is used. In all other cases, :class:`~sklearn.model_selection.KFold` is used. These splitters are instantiated with `shuffle=False` so the splits will be the same across calls. Refer :ref:`User Guide <cross_validation>` for the various cross-validation strategies that can be used here.",SequentialFeatureSelector,<class 'sklearn.feature_selection._sequential.SequentialFeatureSelector'>
Attributes,n_jobs,int,None,"Number of jobs to run in parallel. When evaluating a new feature to add or remove, the cross-validation procedure is parallel over the folds. ``None`` means 1 unless in a :obj:`joblib.parallel_backend` context. ``-1`` means using all processors. See :term:`Glossary <n_jobs>` for more details.",SequentialFeatureSelector,<class 'sklearn.feature_selection._sequential.SequentialFeatureSelector'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`. Only defined if the underlying estimator exposes such an attribute when fit.,SequentialFeatureSelector,<class 'sklearn.feature_selection._sequential.SequentialFeatureSelector'>
Attributes,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,SequentialFeatureSelector,<class 'sklearn.feature_selection._sequential.SequentialFeatureSelector'>
Attributes,n_features_to_select_,int,,The number of features that were selected.,SequentialFeatureSelector,<class 'sklearn.feature_selection._sequential.SequentialFeatureSelector'>
,support_,ndarray of shape (n_features,,The mask of selected features.,SequentialFeatureSelector,<class 'sklearn.feature_selection._sequential.SequentialFeatureSelector'>
Parameters,store_precision,bool,True,Specify if the estimated precision is stored.,ShrunkCovariance,<class 'sklearn.covariance._shrunk_covariance.ShrunkCovariance'>
Parameters,assume_centered,bool,False,"If True, data will not be centered before computation. Useful when working with data whose mean is almost, but not exactly zero. If False, data will be centered before computation.",ShrunkCovariance,<class 'sklearn.covariance._shrunk_covariance.ShrunkCovariance'>
Attributes,shrinkage,float,0.1,"Coefficient in the convex combination used for the computation of the shrunk estimate. Range is [0, 1].",ShrunkCovariance,<class 'sklearn.covariance._shrunk_covariance.ShrunkCovariance'>
Attributes,covariance_,ndarray of shape (n_features,,Estimated covariance matrix,ShrunkCovariance,<class 'sklearn.covariance._shrunk_covariance.ShrunkCovariance'>
Attributes,location_,ndarray of shape (n_features,,"Estimated location, i.e. the estimated mean.",ShrunkCovariance,<class 'sklearn.covariance._shrunk_covariance.ShrunkCovariance'>
Attributes,precision_,ndarray of shape (n_features,,Estimated pseudo inverse matrix. (stored only if store_precision is True),ShrunkCovariance,<class 'sklearn.covariance._shrunk_covariance.ShrunkCovariance'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,ShrunkCovariance,<class 'sklearn.covariance._shrunk_covariance.ShrunkCovariance'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,ShrunkCovariance,<class 'sklearn.covariance._shrunk_covariance.ShrunkCovariance'>
Parameters,missing_values,int,np.nan,"The placeholder for the missing values. All occurrences of `missing_values` will be imputed. For pandas' dataframes with nullable integer dtypes with missing values, `missing_values` can be set to either `np.nan` or `pd.NA`.",SimpleImputer,<class 'sklearn.impute._base.SimpleImputer'>
Parameters,strategy,str or Callable,'mean',"The imputation strategy. - If ""mean"", then replace missing values using the mean along each column. Can only be used with numeric data. - If ""median"", then replace missing values using the median along each column. Can only be used with numeric data. - If ""most_frequent"", then replace missing using the most frequent value along each column. Can be used with strings or numeric data. If there is more than one such value, only the smallest is returned. - If ""constant"", then replace missing values with fill_value. Can be used with strings or numeric data. - If an instance of Callable, then replace missing values using the scalar statistic returned by running the callable over a dense 1d array containing non-missing values of each column. strategy=""constant"" for fixed value imputation. strategy=callable for custom value imputation.",SimpleImputer,<class 'sklearn.impute._base.SimpleImputer'>
Parameters,fill_value,str or numerical value,None,"When strategy == ""constant"", `fill_value` is used to replace all occurrences of missing_values. For string or object data types, `fill_value` must be a string. If `None`, `fill_value` will be 0 when imputing numerical data and ""missing_value"" for strings or object data types.",SimpleImputer,<class 'sklearn.impute._base.SimpleImputer'>
Parameters,copy,bool,True,"If True, a copy of X will be created. If False, imputation will be done in-place whenever possible. Note that, in the following cases, a new copy will always be made, even if `copy=False`: - If `X` is not an array of floating values; - If `X` is encoded as a CSR matrix; - If `add_indicator=True`.",SimpleImputer,<class 'sklearn.impute._base.SimpleImputer'>
Parameters,add_indicator,bool,False,"If True, a :class:`MissingIndicator` transform will stack onto output of the imputer's transform. This allows a predictive estimator to account for missingness despite imputation. If a feature has no missing values at fit/train time, the feature won't appear on the missing indicator even if there are missing values at transform/test time.",SimpleImputer,<class 'sklearn.impute._base.SimpleImputer'>
Attributes,keep_empty_features,bool,False,"If True, features that consist exclusively of missing values when `fit` is called are returned in results when `transform` is called. The imputed value is always `0` except when `strategy=""constant""` in which case `fill_value` will be used instead. Currently, when `keep_empty_feature=False` and `strategy=""constant""`, empty features are not dropped. This behaviour will change in version 1.8. Set `keep_empty_feature=True` to preserve this behaviour.",SimpleImputer,<class 'sklearn.impute._base.SimpleImputer'>
Attributes,statistics_,array of shape (n_features,,"The imputation fill value for each feature. Computing statistics can result in `np.nan` values. During :meth:`transform`, features corresponding to `np.nan` statistics will be discarded.",SimpleImputer,<class 'sklearn.impute._base.SimpleImputer'>
Attributes,indicator_,:class:`~sklearn.impute.MissingIndicator`,,Indicator used to add binary indicators for missing values. `None` if `add_indicator=False`.,SimpleImputer,<class 'sklearn.impute._base.SimpleImputer'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,SimpleImputer,<class 'sklearn.impute._base.SimpleImputer'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,SimpleImputer,<class 'sklearn.impute._base.SimpleImputer'>
Parameters,skewedness,float,1.0,"""skewedness"" parameter of the kernel. Needs to be cross-validated.",SkewedChi2Sampler,<class 'sklearn.kernel_approximation.SkewedChi2Sampler'>
Parameters,n_components,int,100,Number of Monte Carlo samples per original feature. Equals the dimensionality of the computed feature space.,SkewedChi2Sampler,<class 'sklearn.kernel_approximation.SkewedChi2Sampler'>
Attributes,random_state,int,None,Pseudo-random number generator to control the generation of the random weights and random offset when fitting the training data. Pass an int for reproducible output across multiple function calls. See :term:`Glossary <random_state>`.,SkewedChi2Sampler,<class 'sklearn.kernel_approximation.SkewedChi2Sampler'>
Attributes,random_weights_,ndarray of shape (n_features,,"Weight array, sampled from a secant hyperbolic distribution, which will be used to linearly transform the log of the data.",SkewedChi2Sampler,<class 'sklearn.kernel_approximation.SkewedChi2Sampler'>
Attributes,random_offset_,ndarray of shape (n_features,,"Bias term, which will be added to the data. It is uniformly distributed between 0 and 2*pi.",SkewedChi2Sampler,<class 'sklearn.kernel_approximation.SkewedChi2Sampler'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,SkewedChi2Sampler,<class 'sklearn.kernel_approximation.SkewedChi2Sampler'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,SkewedChi2Sampler,<class 'sklearn.kernel_approximation.SkewedChi2Sampler'>
Parameters,dictionary,ndarray of shape (n_components,,The dictionary atoms used for sparse coding. Lines are assumed to be normalized to unit norm.,SparseCoder,<class 'sklearn.decomposition._dict_learning.SparseCoder'>
Parameters,transform_algorithm,{'lasso_lars','omp',Algorithm used to transform the data: - `'lars'`: uses the least angle regression method (`linear_model.lars_path`); - `'lasso_lars'`: uses Lars to compute the Lasso solution; - `'lasso_cd'`: uses the coordinate descent method to compute the Lasso solution (linear_model.Lasso). `'lasso_lars'` will be faster if the estimated components are sparse; - `'omp'`: uses orthogonal matching pursuit to estimate the sparse solution; - `'threshold'`: squashes to zero all coefficients less than alpha from the projection ``dictionary * X'``.,SparseCoder,<class 'sklearn.decomposition._dict_learning.SparseCoder'>
Parameters,transform_n_nonzero_coefs,int,None,"Number of nonzero coefficients to target in each column of the solution. This is only used by `algorithm='lars'` and `algorithm='omp'` and is overridden by `alpha` in the `omp` case. If `None`, then `transform_n_nonzero_coefs=int(n_features / 10)`.",SparseCoder,<class 'sklearn.decomposition._dict_learning.SparseCoder'>
Parameters,transform_alpha,float,None,"If `algorithm='lasso_lars'` or `algorithm='lasso_cd'`, `alpha` is the penalty applied to the L1 norm. If `algorithm='threshold'`, `alpha` is the absolute value of the threshold below which coefficients will be squashed to zero. If `algorithm='omp'`, `alpha` is the tolerance parameter: the value of the reconstruction error targeted. In this case, it overrides `n_nonzero_coefs`. If `None`, default to 1.",SparseCoder,<class 'sklearn.decomposition._dict_learning.SparseCoder'>
Parameters,split_sign,bool,False,Whether to split the sparse feature vector into the concatenation of its negative part and its positive part. This can improve the performance of downstream classifiers.,SparseCoder,<class 'sklearn.decomposition._dict_learning.SparseCoder'>
Parameters,n_jobs,int,None,Number of parallel jobs to run. ``None`` means 1 unless in a :obj:`joblib.parallel_backend` context. ``-1`` means using all processors. See :term:`Glossary <n_jobs>` for more details.,SparseCoder,<class 'sklearn.decomposition._dict_learning.SparseCoder'>
Parameters,positive_code,bool,False,Whether to enforce positivity when finding the code.,SparseCoder,<class 'sklearn.decomposition._dict_learning.SparseCoder'>
Attributes,transform_max_iter,int,1000,Maximum number of iterations to perform if `algorithm='lasso_cd'` or `lasso_lars`.,SparseCoder,<class 'sklearn.decomposition._dict_learning.SparseCoder'>
Attributes,n_components_,int,,Number of atoms.,SparseCoder,<class 'sklearn.decomposition._dict_learning.SparseCoder'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,SparseCoder,<class 'sklearn.decomposition._dict_learning.SparseCoder'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,SparseCoder,<class 'sklearn.decomposition._dict_learning.SparseCoder'>
Parameters,n_components,int,None,"Number of sparse atoms to extract. If None, then ``n_components`` is set to ``n_features``.",SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Parameters,alpha,float,1,Sparsity controlling parameter. Higher values lead to sparser components.,SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Parameters,ridge_alpha,float,0.01,Amount of ridge shrinkage to apply in order to improve conditioning when calling the transform method.,SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Parameters,max_iter,int,1000,Maximum number of iterations to perform.,SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Parameters,tol,float,1e-8,Tolerance for the stopping condition.,SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Parameters,method,{'lars','lars',Method to be used for optimization. lars: uses the least angle regression method to solve the lasso problem (linear_model.lars_path) cd: uses the coordinate descent method to compute the Lasso solution (linear_model.Lasso). Lars will be faster if the estimated components are sparse.,SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Parameters,n_jobs,int,None,Number of parallel jobs to run. ``None`` means 1 unless in a :obj:`joblib.parallel_backend` context. ``-1`` means using all processors. See :term:`Glossary <n_jobs>` for more details.,SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Parameters,U_init,ndarray of shape (n_samples,None,Initial values for the loadings for warm restart scenarios. Only used if `U_init` and `V_init` are not None.,SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Parameters,V_init,ndarray of shape (n_components,None,Initial values for the components for warm restart scenarios. Only used if `U_init` and `V_init` are not None.,SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Parameters,verbose,int or bool,False,"Controls the verbosity; the higher, the more messages. Defaults to 0.",SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Attributes,random_state,int,None,Used during dictionary learning. Pass an int for reproducible results across multiple function calls. See :term:`Glossary <random_state>`.,SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Attributes,components_,ndarray of shape (n_components,,Sparse components extracted from the data.,SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Attributes,error_,ndarray,,Vector of errors at each iteration.,SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Attributes,n_components_,int,,Estimated number of components.,SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Attributes,n_iter_,int,,Number of iterations run.,SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Attributes,mean_,ndarray of shape (n_features,,"Per-feature empirical mean, estimated from the training set. Equal to ``X.mean(axis=0)``.",SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,SparsePCA,<class 'sklearn.decomposition._sparse_pca.SparsePCA'>
Parameters,n_components,int or 'auto','auto',Dimensionality of the target projection space. n_components can be automatically adjusted according to the number of samples in the dataset and the bound given by the Johnson-Lindenstrauss lemma. In that case the quality of the embedding is controlled by the ``eps`` parameter. It should be noted that Johnson-Lindenstrauss lemma can yield very conservative estimated of the required number of components as it makes no assumption on the structure of the dataset.,SparseRandomProjection,<class 'sklearn.random_projection.SparseRandomProjection'>
Parameters,density,float or 'auto','auto',"Ratio in the range (0, 1] of non-zero component in the random projection matrix. If density = 'auto', the value is set to the minimum density as recommended by Ping Li et al.: 1 / sqrt(n_features). Use density = 1 / 3.0 if you want to reproduce the results from Achlioptas, 2001.",SparseRandomProjection,<class 'sklearn.random_projection.SparseRandomProjection'>
Parameters,eps,float,0.1,Parameter to control the quality of the embedding according to the Johnson-Lindenstrauss lemma when n_components is set to 'auto'. This value should be strictly positive. Smaller values lead to better embedding and higher number of dimensions (n_components) in the target projection space.,SparseRandomProjection,<class 'sklearn.random_projection.SparseRandomProjection'>
Parameters,dense_output,bool,False,"If True, ensure that the output of the random projection is a dense numpy array even if the input and random projection matrix are both sparse. In practice, if the number of components is small the number of zero components in the projected data will be very small and it will be more CPU and memory efficient to use a dense representation. If False, the projected data uses a sparse representation if the input is sparse.",SparseRandomProjection,<class 'sklearn.random_projection.SparseRandomProjection'>
Parameters,compute_inverse_components,bool,False,"Learn the inverse transform by computing the pseudo-inverse of the components during fit. Note that the pseudo-inverse is always a dense array, even if the training data was sparse. This means that it might be necessary to call `inverse_transform` on a small batch of samples at a time to avoid exhausting the available memory on the host. Moreover, computing the pseudo-inverse does not scale well to large matrices.",SparseRandomProjection,<class 'sklearn.random_projection.SparseRandomProjection'>
Attributes,random_state,int,None,Controls the pseudo random number generator used to generate the projection matrix at fit time. Pass an int for reproducible output across multiple function calls. See :term:`Glossary <random_state>`.,SparseRandomProjection,<class 'sklearn.random_projection.SparseRandomProjection'>
Attributes,n_components_,int,,"Concrete number of components computed when n_components=""auto"".",SparseRandomProjection,<class 'sklearn.random_projection.SparseRandomProjection'>
Attributes,components_,sparse matrix of shape (n_components,,Random matrix used for the projection. Sparse matrix will be of CSR format.,SparseRandomProjection,<class 'sklearn.random_projection.SparseRandomProjection'>
Attributes,inverse_components_,ndarray of shape (n_features,,"Pseudo-inverse of the components, only computed if `compute_inverse_components` is True.",SparseRandomProjection,<class 'sklearn.random_projection.SparseRandomProjection'>
Attributes,density_,float in range 0.0 - 1.0,,"Concrete density computed from when density = ""auto"".",SparseRandomProjection,<class 'sklearn.random_projection.SparseRandomProjection'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,SparseRandomProjection,<class 'sklearn.random_projection.SparseRandomProjection'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,SparseRandomProjection,<class 'sklearn.random_projection.SparseRandomProjection'>
Parameters,n_clusters,int or tuple (n_row_clusters,3,The number of row and column clusters in the checkerboard structure.,SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
Parameters,method,{'bistochastic','bistochastic',"Method of normalizing and converting singular vectors into biclusters. May be one of 'scale', 'bistochastic', or 'log'. The authors recommend using 'log'. If the data is sparse, however, log normalization will not work, which is why the default is 'bistochastic'. if `method='log'`, the data must not be sparse.",SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
Parameters,n_components,int,6,Number of singular vectors to check.,SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
Parameters,n_best,int,3,Number of best singular vectors to which to project the data for clustering.,SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
Parameters,svd_method,{'randomized','randomized',"Selects the algorithm for finding singular vectors. May be 'randomized' or 'arpack'. If 'randomized', uses :func:`~sklearn.utils.extmath.randomized_svd`, which may be faster for large matrices. If 'arpack', uses `scipy.sparse.linalg.svds`, which is more accurate, but possibly slower in some cases.",SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
Parameters,n_svd_vecs,int,None,Number of vectors to use in calculating the SVD. Corresponds to `ncv` when `svd_method=arpack` and `n_oversamples` when `svd_method` is 'randomized`.,SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
Parameters,mini_batch,bool,False,"Whether to use mini-batch k-means, which is faster but may get different results.",SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
Parameters,init,{'k-means++','k-means++',Method for initialization of k-means algorithm; defaults to 'k-means++'.,SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
Parameters,n_init,int,10,"Number of random initializations that are tried with the k-means algorithm. If mini-batch k-means is used, the best initialization is chosen and the algorithm runs once. Otherwise, the algorithm is run for each initialization and the best solution chosen.",SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
Attributes,random_state,int,None,Used for randomizing the singular value decomposition and the k-means initialization. Use an int to make the randomness deterministic. See :term:`Glossary <random_state>`.,SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
Attributes,rows_,array-like of shape (n_row_clusters,,"Results of the clustering. `rows[i, r]` is True if cluster `i` contains row `r`. Available only after calling ``fit``.",SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
Attributes,columns_,array-like of shape (n_column_clusters,,"Results of the clustering, like `rows`.",SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
Attributes,row_labels_,array-like of shape (n_rows,,Row partition labels.,SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
Attributes,column_labels_,array-like of shape (n_cols,,Column partition labels.,SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
Attributes,biclusters_,tuple of two ndarrays,,The tuple contains the `rows_` and `columns_` arrays.,SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
Attributes,n_features_in_,int,,Number of features seen during :term:`fit`.,SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
,feature_names_in_,ndarray of shape (`n_features_in_`,,Names of features seen during :term:`fit`. Defined only when `X` has feature names that are all strings.,SpectralBiclustering,<class 'sklearn.cluster._bicluster.SpectralBiclustering'>
Parameters,n_clusters,int,8,The dimension of the projection subspace.,SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Parameters,eigen_solver,{'arpack',None,"The eigenvalue decomposition strategy to use. AMG requires pyamg to be installed. It can be faster on very large, sparse problems, but may also lead to instabilities. If None, then ``'arpack'`` is used. See [4]_ for more details regarding `'lobpcg'`.",SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Parameters,n_components,int,None,"Number of eigenvectors to use for the spectral embedding. If None, defaults to `n_clusters`.",SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
Parameters,random_state,int,None,"A pseudo random number generator used for the initialization of the lobpcg eigenvectors decomposition when `eigen_solver == 'amg'`, and for the K-Means initialization. Use an int to make the results deterministic across calls (See :term:`Glossary <random_state>`). When using `eigen_solver == 'amg'`, it is necessary to also fix the global numpy seed with `np.random.seed(int)` to get deterministic results. See https://github.com/pyamg/pyamg/issues/139 for further information.",SpectralClustering,<class 'sklearn.cluster._spectral.SpectralClustering'>
