Process,Categorization,Word,Definition,Source
Tooling,Spark,Narrow Transformation,"Each partition of the parent RDD is used by at most one partition of the child RDD. This means that data is not shuffled across the network between partitions, and each transformation can be executed locally on the same node. Examples of narrow transformations include map, filter, and flatMap. Because they don't involve data movement, narrow transformations are more efficient.]",Examine Further
Tooling,Spark,Pyspark,"It is the storage layer of the Apache Hadoop ecosystem, designed to store and manage large volumes of data across a distributed cluster of machines. Files are split into blocks (default: 128MB or 256MB).These blocks are distributed across multiple nodes in a cluster.Each block is replicated (default: 3 copies) across different machines. If one node fails, data is still accessible from other nodes.Files in HDFS are typically written once and read many times. Optimized for streaming reads of large files, not quick random access.",Examine Further
Tooling,Spark,Resilient Distributed Dataset (RDD),"Fundamental data structure in Apache Spark, representing an immutable, distributed collection of objects that can be processed in parallel across a cluster. RDDs provide fault tolerance through lineage, which means they can automatically recompute lost data due to node failures by keeping track of the transformations applied to the original dataset. They support two types of operations: transformations (e.g., map, filter) that define a new RDD from an existing one, and actions (e.g., collect, reduce) that return a result or save it to external storage. RDDs are designed to handle large-scale data processing efficiently, providing users with control over partitioning and persistence in memory or on disk. RDD are Key Value Pairs. They are also the original and simplest from of Data in spark.",Examine Further
Tooling,Spark,SparkConf,"This is used to configure the settings of Spark, such as the master node, application name, etc",Examine Further
Tooling,Spark,SparkContext,"The entry point to low-level Spark functionalities, including creating and managing RDDs. It provides the connection to the cluster and manages job execution.",Examine Further
Tooling,Spark,SparkSQL,"A Spark module for structured data processing. It is part of the core Spark framework and accessible through all of its language APIs, including PySpark.",Examine Further
Tooling,Spark,Transformations,"In Spark, transformations are operations that create a new RDD from an existing one. The map transformation applies a 1-to-1 function mapping, creating a new RDD where each input element has one corresponding output, while flatMap allows 1-to-X mapping, potentially returning more or fewer elements than the input. Other transformations include filter (selects elements that satisfy a condition), distinct (removes duplicates), sample (extracts a random subset), union (combines two RDDs), intersection (returns common elements between multiple RDDs), subtract (removes elements found in another RDD), and cartesian (produces all combinations of elements from two RDDs).",Examine Further
Behavioural Economics,Consideration,What does a metric actually represent?,"In February 2018, there were fourteen murders in New York City, but fifteen in London.[1] But what should we conclude? Nothing. We should conclude nothing because that pair of numbers alone tells us very little. If we want to understand what’s happening, we need to step back and take in a broader perspective. Here are a few facts worth knowing about murders in London and New York. London had 184 murders in 1990, while New York suffered 2,262—more than ten times as many. It’s with that image in mind of New York as a murderous place that Londoners are alarmed at the idea that they might have become as rotten as the Big Apple. But London’s murder rate has fallen, not risen, since 1990. In 2017, there were 130 murders in London, including ten people killed in terrorist attacks. London was safe in 1990 and it’s a little bit safer today. As for New York, murders fell to 292 in 2017. That means New York is still more dangerous than London, but much, much safer than in 1990.",Notes DF
Behavioural Economics,Consideration,How to Efficiently Guestimate,"""The population of the United States is 325 million. The population of the United Kingdom is 65 million. The population of the world is 7.5 billion. Name any particular age (under the age of sixty). There are about 800,000 people of that age in the UK. If a policy involves all three-year-olds, for example, there are 800,000 of them. In the United States, there are about 4 million people of any particular age (under the age of sixty). Distance around the Earth: 40,000 kilometers, or 25,000 miles. It varies depending on whether you go around the poles or around the equator, but not much. The drive from Boston to Seattle: 3,000 miles.

Length of a bed: 2 meters (or 7 feet). As Elliott points out, this helps you visualize the size of a room: How many beds is that? The gross domestic product of the United States: about $20 trillion (or $20,000 billion). It’s a lot of walls, if that’s really how you want to spend it. 100,000 words: the length of a medium-size novel. 1,454 feet: the height of the Empire State Building to its tip. (It’s also about 102 stories.)""",Notes DF
Data Engineering,Process Step,Think!,Is there a better way to do this. You can replace this eventually.,Notes DF
Data Engineering,Automating Python,Creating Automated Task,"
<?xml version=""1.0"" encoding=""UTF-8""?>
<!DOCTYPE plist PUBLIC ""-//Apple//DTD PLIST 1.0//EN""
""http://www.apple.com/DTDs/PropertyList-1.0.dtd"">
<plist version=""1.0"">
<dict>
    <key>Label</key>
    <string>com.derekdewald.daily_d2_job</string>

    <key>ProgramArguments</key>
    <array>
        <string>/Users/derekdewald/scripts/run_d2_job.sh</string>
    </array>

    <key>StartCalendarInterval</key>
    <dict>
        <key>Hour</key><integer>22</integer>
        <key>Minute</key><integer>57</integer>
    </dict>

    <key>StandardOutPath</key>
    <string>/Users/derekdewald/logs/d2_job.out</string>

    <key>StandardErrorPath</key>
    <string>/Users/derekdewald/logs/d2_job.err</string>
</dict>
</plist>

launchctl load ~/Library/LaunchAgents/com.derekdewald.daily_d2_job.plist",Examine Further
Data Engineering,Automating Python,Creating Shell,"mkdir -p ~/scripts ~/logs
nano ~/scripts/automated_job_name.sh
#!/bin/bash
/Users/derekdewald/anaconda3/envs/d2/bin/python /Users/derekdewald/Documents/Python/Github_Repo/automated_py_jobs/daily_job.py
chmod +x ~/scripts/daily_d_py_job.sh",Examine Further
Data Engineering,Automating Python,Testing Shell,~/scripts/daily_shell_job.sh,Examine Further
Tree Based Models,Definition,Property,Colinearity: No perfect linear relationship between residuals,Insert Records2
Tree Based Models,Consideration,Property,Feature importance in a tree based model is based on Information Gain. And the combined value of the features equal to one.,Notes DF
Tree Based Models,Consideration,Property,"Because a feature has a low feature importance as scored by the model does not mean that the feature is not important, could interact with the model in complex and unknown way.",Notes DF
Tree Based Models,Consideration,Property,"Standardized vs Non Standardized in interpreting values, .5 - High, .1.5 - Moderate, .1 Low",Notes DF
Transformers,Consideration,Property," This shift was possible because transformers process sequential data in parallel, enabling a deeper and more contextual understanding of language than was achievable with previous sequential models, like long short-term memory (LSTM) networks.",Notes DF
Transformers,Consideration,Property,"Among the most exciting developments are reasoning models, which are advanced LLMs trained with reinforcement learning to perform complex, multi-step reasoning.",Notes DF
Machine Learning Operations,Consideration,Lifecycle Structure,"Defines clear stages such as data ingestion, training, validation, deployment, monitoring, and retraining, with handoffs between them. This creates consistency and prevents “one-off” models that cannot be maintained.",Notes DF
Machine Learning Operations,Consideration,Versioning & Reproducibility ,"Tracks versions of data, features, code, models, and hyperparameters so results can be reproduced and audited. This is critical for debugging, compliance, and rollback.",Notes DF
Machine Learning Operations,Consideration, Automation & Pipelines," Automates training, testing, deployment, and retraining using pipelines (CI/CD for ML). Automation reduces human error and accelerates iteration",Notes DF
Machine Learning Operations,Consideration,Monitoring & Governance ,"Monitors model performance, data drift, bias, and system health in production. Governance ensures models remain ethical, compliant, and aligned with business goals.",Notes DF
Machine Learning Operations,Consideration,How it Differs from ML Model,"It orchestrates and operationalizes ML Models, provides a framework to ensure that they continue to be relevant and meaningful.",Notes DF
Machine Learning Operations,Consideration,Why It Exists?,Reproducibility,Notes DF
Machine Learning Operations,Consideration,Why It Exists?,Model and Data Drift,Notes DF
Machine Learning Operations,Consideration,Why It Exists?,Training vs Serving Skew,Notes DF
Machine Learning Operations,Consideration,Why It Exists?,Offline vs Online Metrics,Notes DF
Machine Learning Operations,Consideration,Why It Exists?,Model Lifecycle Management,Notes DF
Machine Learning Operations,Consideration,Why It Exists?,"Causes you to think, what breaks when my models runs for 6 months?",Notes DF
Machine Learning Operations,Consideration,What it contains,CI/CD for ML,Notes DF
Machine Learning Operations,Consideration,What it contains,Feature Stores,Notes DF
Machine Learning Operations,Consideration,What it contains,Model Registries,Notes DF
Machine Learning Operations,Consideration,What it contains,Monitoring Loops,Notes DF
Machine Learning Operations,Consideration,Steps Included,Experiment Tracking: MLflow,Notes DF
Machine Learning Operations,Consideration,Steps Included,Pipelines: Airflow / Prefect / Dagster,Notes DF
Machine Learning Operations,Consideration,Steps Included,"Versioning: Git + data versioning concepts (e.g., DVC)",Notes DF
Machine Learning Operations,Consideration,Steps Included," Deployment: REST APIs, batch jobs, or simple cloud services",Notes DF
Machine Learning Operations,Consideration,Steps Included,Monitoring: performance + drift metrics,Notes DF
Machine Learning Operations,Consideration,Comparison to Traditional ML,Model Accuracy vs System Reliability,Notes DF
Machine Learning Operations,Consideration,Comparison to Traditional ML,One-Time Training vs Continuous Lifecycle,Notes DF
Machine Learning Operations,Consideration,Comparison to Traditional ML,Notebook vs Pipeline Driven,Notes DF
Machine Learning Operations,Consideration,Comparison to Traditional ML,Manual vs Automated Deployment,Notes DF
Machine Learning Operations,Consideration,Comparison to Traditional ML,Static Evaluation vs Continuous Monitoring,Notes DF
Machine Learning Operations,Consideration,Comparison to Traditional ML,ML Builds Models. MLOps builds system that keep models working.,Notes DF
,,,"Assessment refers to techniques that do not learn patterns from data but instead evaluate, diagnose, or measure the behavior, performance, or reliability of models or data. These methods operate on model outputs, predictions, or residuals rather than updating model parameters. Assessment is essential for understanding model quality, robustness, and fitness for purpose, but it does not produce a trained model. This learning type characterizes analytical or evaluative tools rather than learning algorithms.",Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,"Assessment refers to techniques that do not learn patterns from data but instead evaluate, diagnose, or measure the behavior, performance, or reliability of models or data. These methods operate on model outputs, predictions, or residuals rather than updating model parameters. Assessment is essential for understanding model quality, robustness, and fitness for purpose, but it does not produce a trained model. This learning type characterizes analytical or evaluative tools rather than learning algorithms.",Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,"Assessment refers to techniques that do not learn patterns from data but instead evaluate, diagnose, or measure the behavior, performance, or reliability of models or data. These methods operate on model outputs, predictions, or residuals rather than updating model parameters. Assessment is essential for understanding model quality, robustness, and fitness for purpose, but it does not produce a trained model. This learning type characterizes analytical or evaluative tools rather than learning algorithms.",Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,"Assessment refers to techniques that do not learn patterns from data but instead evaluate, diagnose, or measure the behavior, performance, or reliability of models or data. These methods operate on model outputs, predictions, or residuals rather than updating model parameters. Assessment is essential for understanding model quality, robustness, and fitness for purpose, but it does not produce a trained model. This learning type characterizes analytical or evaluative tools rather than learning algorithms.",Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
,,,,Notes DF
Clustering,TBD,TBD,Multidimensional,Notes DF
Clustering,TBD,TBD,Non Linear,Notes DF
Clustering,TBD,TBD,"Based on Numeric Similarity, not ambigious thresholds or complex static rules",Notes DF
Clustering,TBD,TBD,"Understand the impact of components, can prevent overweighting on traditionally dominant items, such as raw balances.",Notes DF
Clustering,TBD,TBD,Implementation of Tailored Strategy based on understanding of a Member,Notes DF
Clustering,TBD,TBD,Decisions can be segment specific based on perceived understanding of how a member engages,Notes DF
Clustering,TBD,TBD,Consistent,Notes DF
Clustering,TBD,TBD,Repeatable,Notes DF
Clustering,TBD,TBD,Insights into Results,Notes DF
Clustering,TBD,TBD,Strategic Conversations become diagnostic not reactive,Notes DF
Clustering,TBD,TBD,Precision without Personalization,Notes DF
Clustering,TBD,TBD,Differenitation without Discrimination,Notes DF
Clustering,TBD,TBD,Optimization without cumbersome rules,Notes DF
Algorthim Classification,Parameter,Anomaly Detection,"Algorithm which designed to identify observations that deviate significantly from expectedor normal patterns. Its importance lies in surfacing rare, unusual, or potentially harmful events that standard predictive models may overlook. It is applied in domains such as fraud detection, system monitoring, and quality control, where outliers themselves are the signal rather than noise.",Examine Further
Algorthim Classification,Parameter,Classification,"Algorithm which assign observations to one of a finite set of discrete categories based on learned patterns in labeled data. The goal is to predict which class an observation belongs to, not how much or how many. Classification is foundational in tasks such as diagnosis, spam detection, and customer segmentation with predefined labels.",Examine Further
Algorthim Classification,Parameter,Clustering,"Algorithm which group observations into clusters based on similarity without using labeled outcomes. The objective is to discover latent structure or natural groupings within data rather than to predict predefined categories. Clustering is commonly applied in exploratory analysis, segmentation, and pattern discovery.",Examine Further
Algorthim Classification,Parameter,Decision Strategy," Methods that define how predictions or model outputs are converted into final decisions. These techniques operate on outputs from one or more models rather than directly on raw features. Examples include voting schemes, thresholding, cost-sensitive decisions, and calibration strategies.",Examine Further
Algorthim Classification,Parameter,Density Estimation,"Approaches which involve modeling the underlying probability distribution of data points in feature space. Its importance lies in understanding data generation, uncertainty, and likelihood rather than predicting labels directly. Density estimation is often used as a foundation for anomaly detection, clustering, and probabilistic reasoning.",Examine Further
Algorthim Classification,Parameter,Dimensionality Reduction,"Algorithm which reduce the number of variables by projecting data into a lower-dimensional space while preserving important structure or information. These methods aim to simplify data for visualization, noise reduction, or downstream modeling. The key distinction is that they create new latent features, rather than selecting from existing ones.",Examine Further
Algorthim Classification,Parameter,Feature Transformation,"
Methods which modify existing features into new representations to improve learning, scale, or interpretability. Unlike dimensionality reduction, transformed features often retain a direct relationship to original variables. This category includes normalization, encoding, and learned transformations used as preprocessing steps.",Examine Further
Algorthim Classification,Parameter,Ranking / Recommendation,"Algorithm which order items or suggest relevant options based on predicted relevance, preference, or utility. The objective is not classification or regression, but relative prioritization among alternatives. These methods are central to search, personalization, and content discovery systems.",Examine Further
Algorthim Classification,Parameter,Regression,"Algorithm which predict continuous numerical values by modeling relationships between input features and a target variable. The emphasis is on estimating magnitude and direction rather than categorical assignment. Regression is widely used in forecasting, risk estimation, and trend analysis.",Examine Further
Model Type,Parameter,Ensemble Models,"Models which combine multiple base models to produce a single, usually more robust, prediction. The core idea is that diverse models can compensate for one another’s errors, improving generalization and stability. A model belongs here if multiple learners are explicitly trained and aggregated as part of the algorithm.",Examine Further
Model Type,Parameter,Instance Based Models,Models which make predictions by directly comparing new observations to stored training examples rather than learning a global model. They defer learning until inference time and rely heavily on distance or similarity measures. A model belongs here if predictions are driven primarily by local neighborhood relationships.,Examine Further
Model Type,Parameter,Kernel-based Models,"Models which  implicitly map data into high-dimensional feature spaces to make complex patterns linearly separable. They rely on similarity functions rather than explicit feature construction. A model belongs here if a kernel function is central to learning, not optional.",Examine Further
Model Type,Parameter,Linear Models,"Linear models assume a linear relationship between input features and the target, meaning changes in inputs produce proportional changes in outputs. They represent patterns using weighted sums of features and are valued for interpretability, stability, and computational efficiency. Models belong here only if the core decision function is linear in the parameters, even if the inputs are transformed beforehand.",Examine Further
Model Type,Parameter,Meta Models,"Models which operate on top of other models, either by combining, selecting, calibrating, or learning from their outputs. They do not model raw data directly but instead reason about predictions or model behavior. A model belongs here if its inputs are outputs of other models.",Examine Further
Model Type,Parameter,Neural Models,"Models which learn representations through layers of interconnected units inspired by biological neurons. They are highly expressive and excel at capturing complex, hierarchical patterns in large datasets. A model belongs here if learning occurs via weighted layers optimized through gradient-based training.",Examine Further
Model Type,Parameter,Nonlinear Models,"Models which capture relationships that cannot be represented as a straight-line combination of inputs. They allow interactions, thresholds, and curvature to emerge naturally from the model structure rather than explicit feature engineering. A model belongs here if nonlinearity is intrinsic to the learning mechanism, not merely the result of preprocessing.",Examine Further
Model Type,Parameter,Probabilistic Models,"Models which explicitly represent uncertainty by modeling data as random variables governed by probability distributions. They produce likelihoods or posterior probabilities rather than only point estimates. A model belongs here if probability theory is central to its formulation, not merely an output option.",Examine Further
Model Type,Parameter,Rule-base Models,Models which operate using explicit if–then logical rules that define decision boundaries. These rules may be learned from data or manually specified and prioritize transparency and control over flexibility. A model belongs here if decision logic is expressed directly as interpretable rules.,Examine Further
Model Type,Parameter,Tree-Based Models,"Models which learn decision rules by recursively splitting the feature space into regions based on threshold conditions. They originate from decision theory and are prized for interpretability, handling mixed data types, and capturing nonlinear interactions without feature scaling. A model belongs here if its primary structure is a decision tree, regardless of whether it is used alone or in combination.",Examine Further
