Model Name,Estimator Class,Dataset Size,Full Class Path,Estimator Type,Part_1,Part_2,Part_3,Part_4,Part_5,Sklearn Desc
RadiusNeighborsRegressor,<class 'sklearn.neighbors._regression.RadiusNeighborsRegressor'>,Small,sklearn.neighbors._regression.RadiusNeighborsRegressor,regressor,sklearn,neighbors,_regression,RadiusNeighborsRegressor,,Regression based on neighbors within a fixed radius.  The target is predicted by local interpolation of the targets associated of the nearest neighbors in the training set.  Read more in the :ref:`User Guide <regression>`.
RadiusNeighborsTransformer,<class 'sklearn.neighbors._graph.RadiusNeighborsTransformer'>,Small,sklearn.neighbors._graph.RadiusNeighborsTransformer,transformer,sklearn,neighbors,_graph,RadiusNeighborsTransformer,,Transform X into a (weighted) graph of neighbors nearer than a radius.  The transformed data is a sparse graph as returned by `radius_neighbors_graph`.  Read more in the :ref:`User Guide <neighbors_transformer>`.
RandomForestClassifier,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,1,sklearn.ensemble._forest.RandomForestClassifier,classifier,sklearn,ensemble,_forest,RandomForestClassifier,,"A random forest classifier.  A random forest is a meta estimator that fits a number of decision tree classifiers on various sub-samples of the dataset and uses averaging to improve the predictive accuracy and control over-fitting. Trees in the forest use the best split strategy, i.e. equivalent to passing `splitter=""best""` to the underlying :class:`~sklearn.tree.DecisionTreeClassifier`. The sub-sample size is controlled with the `max_samples` parameter if `bootstrap=True` (default), otherwise the whole dataset is used to build each tree.  For a comparison between tree-based ensemble models see the example :ref:`sphx_glr_auto_examples_ensemble_plot_forest_hist_grad_boosting_comparison.py`.  Read more in the :ref:`User Guide <forest>`.  Parameters ---------- n_estimators : int, default=100 The number of trees in the forest."
RandomForestClassifier,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,1,sklearn.ensemble._forest.RandomForestClassifier,classifier,sklearn,ensemble,_forest,RandomForestClassifier,,"A random forest classifier.  A random forest is a meta estimator that fits a number of decision tree classifiers on various sub-samples of the dataset and uses averaging to improve the predictive accuracy and control over-fitting. Trees in the forest use the best split strategy, i.e. equivalent to passing `splitter=""best""` to the underlying :class:`~sklearn.tree.DecisionTreeClassifier`. The sub-sample size is controlled with the `max_samples` parameter if `bootstrap=True` (default), otherwise the whole dataset is used to build each tree.  For a comparison between tree-based ensemble models see the example :ref:`sphx_glr_auto_examples_ensemble_plot_forest_hist_grad_boosting_comparison.py`.  Read more in the :ref:`User Guide <forest>`.  Parameters ---------- n_estimators : int, default=100 The number of trees in the forest."
RandomForestClassifier,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,"Medium, Large",sklearn.ensemble._forest.RandomForestClassifier,classifier,sklearn,ensemble,_forest,RandomForestClassifier,,"A random forest classifier.  A random forest is a meta estimator that fits a number of decision tree classifiers on various sub-samples of the dataset and uses averaging to improve the predictive accuracy and control over-fitting. Trees in the forest use the best split strategy, i.e. equivalent to passing `splitter=""best""` to the underlying :class:`~sklearn.tree.DecisionTreeClassifier`. The sub-sample size is controlled with the `max_samples` parameter if `bootstrap=True` (default), otherwise the whole dataset is used to build each tree.  For a comparison between tree-based ensemble models see the example :ref:`sphx_glr_auto_examples_ensemble_plot_forest_hist_grad_boosting_comparison.py`.  Read more in the :ref:`User Guide <forest>`.  Parameters ---------- n_estimators : int, default=100 The number of trees in the forest."
RandomForestClassifier,<class 'sklearn.ensemble._forest.RandomForestClassifier'>,"Medium, Large",sklearn.ensemble._forest.RandomForestClassifier,classifier,sklearn,ensemble,_forest,RandomForestClassifier,,"A random forest classifier.  A random forest is a meta estimator that fits a number of decision tree classifiers on various sub-samples of the dataset and uses averaging to improve the predictive accuracy and control over-fitting. Trees in the forest use the best split strategy, i.e. equivalent to passing `splitter=""best""` to the underlying :class:`~sklearn.tree.DecisionTreeClassifier`. The sub-sample size is controlled with the `max_samples` parameter if `bootstrap=True` (default), otherwise the whole dataset is used to build each tree.  For a comparison between tree-based ensemble models see the example :ref:`sphx_glr_auto_examples_ensemble_plot_forest_hist_grad_boosting_comparison.py`.  Read more in the :ref:`User Guide <forest>`.  Parameters ---------- n_estimators : int, default=100 The number of trees in the forest."
RandomForestRegressor,<class 'sklearn.ensemble._forest.RandomForestRegressor'>,"Medium, Large",sklearn.ensemble._forest.RandomForestRegressor,regressor,sklearn,ensemble,_forest,RandomForestRegressor,,"A random forest regressor.  A random forest is a meta estimator that fits a number of decision tree regressors on various sub-samples of the dataset and uses averaging to improve the predictive accuracy and control over-fitting. Trees in the forest use the best split strategy, i.e. equivalent to passing `splitter=""best""` to the underlying :class:`~sklearn.tree.DecisionTreeRegressor`. The sub-sample size is controlled with the `max_samples` parameter if `bootstrap=True` (default), otherwise the whole dataset is used to build each tree.  For a comparison between tree-based ensemble models see the example :ref:`sphx_glr_auto_examples_ensemble_plot_forest_hist_grad_boosting_comparison.py`.  Read more in the :ref:`User Guide <forest>`.  Parameters ---------- n_estimators : int, default=100 The number of trees in the forest."
RandomTreesEmbedding,<class 'sklearn.ensemble._forest.RandomTreesEmbedding'>,Large,sklearn.ensemble._forest.RandomTreesEmbedding,transformer,sklearn,ensemble,_forest,RandomTreesEmbedding,,"An ensemble of totally random trees.  An unsupervised transformation of a dataset to a high-dimensional sparse representation. A datapoint is coded according to which leaf of each tree it is sorted into. Using a one-hot encoding of the leaves, this leads to a binary coding with as many ones as there are trees in the forest.  The dimensionality of the resulting representation is ``n_out <= n_estimators * max_leaf_nodes``. If ``max_leaf_nodes == None``, the number of leaf nodes is at most ``n_estimators * 2 ** max_depth``.  For an example of applying Random Trees Embedding to non-linear classification, see :ref:`sphx_glr_auto_examples_ensemble_plot_random_forest_embedding.py`.  Read more in the :ref:`User Guide <random_trees_embedding>`.  Parameters ---------- n_estimators : int, default=100 Number of trees in the forest."
RandomizedSearchCV,<class 'sklearn.model_selection._search.RandomizedSearchCV'>,"Small, Medium",sklearn.model_selection._search.RandomizedSearchCV,unknown,sklearn,model_selection,_search,RandomizedSearchCV,,"Randomized search on hyper parameters.  RandomizedSearchCV implements a ""fit"" and a ""score"" method. It also implements ""score_samples"", ""predict"", ""predict_proba"", ""decision_function"", ""transform"" and ""inverse_transform"" if they are implemented in the estimator used.  The parameters of the estimator used to apply these methods are optimized by cross-validated search over parameter settings.  In contrast to GridSearchCV, not all parameter values are tried out, but rather a fixed number of parameter settings is sampled from the specified distributions. The number of parameter settings that are tried is given by n_iter.  If all parameters are presented as a list, sampling without replacement is performed. If at least one parameter is given as a distribution, sampling with replacement is used. It is highly recommended to use continuous distributions for continuous parameters.  Read more in the :ref:`User Guide <randomized_parameter_search>`."
RegressorChain,<class 'sklearn.multioutput.RegressorChain'>,Medium,sklearn.multioutput.RegressorChain,regressor,sklearn,multioutput,RegressorChain,,,A multi-label model that arranges regressions into a chain.  Each model makes a prediction in the order specified by the chain using all of the available features provided to the model plus the predictions of models that are earlier in the chain.  Read more in the :ref:`User Guide <regressorchain>`.
Ridge,<class 'sklearn.linear_model._ridge.Ridge'>,"Medium, Large",sklearn.linear_model._ridge.Ridge,regressor,sklearn,linear_model,_ridge,Ridge,,"Linear least squares with l2 regularization.  Minimizes the objective function::  ||y - Xw||^2_2 + alpha * ||w||^2_2  This model solves a regression model where the loss function is the linear least squares function and regularization is given by the l2-norm. Also known as Ridge Regression or Tikhonov regularization. This estimator has built-in support for multi-variate regression (i.e., when y is a 2d-array of shape (n_samples, n_targets)).  Read more in the :ref:`User Guide <ridge_regression>`.  Parameters ---------- alpha : {float, ndarray of shape (n_targets,)}, default=1.0 Constant that multiplies the L2 term, controlling regularization strength. `alpha` must be a non-negative float i.e. in `[0, inf)`.  When `alpha = 0`, the objective is equivalent to ordinary least squares, solved by the :class:`LinearRegression` object. For numerical reasons, using `alpha = 0` with the `Ridge` object is not advised. Instead, you should use the :class:`LinearRegression` object.  If an array is passed, penalties are assumed to be specific to the targets. Hence they must correspond in number.  fit_intercept : bool, default=True Whether to fit the intercept for this model. If set to false, no intercept will be used in calculations (i.e. ``X`` and ``y`` are expected to be centered).  copy_X : bool, default=True If True, X will be copied; else, it may be overwritten.  max_iter : int, default=None Maximum number of iterations for conjugate gradient solver. For 'sparse_cg' and 'lsqr' solvers, the default value is determined by scipy.sparse.linalg. For 'sag' solver, the default value is 1000. For 'lbfgs' solver, the default value is 15000.  tol : float, default=1e-4 The precision of the solution (`coef_`) is determined by `tol` which specifies a different convergence criterion for each solver:  - 'svd': `tol` has no impact.  - 'cholesky': `tol` has no impact.  - 'sparse_cg': norm of residuals smaller than `tol`.  - 'lsqr': `tol` is set as atol and btol of scipy.sparse.linalg.lsqr, which control the norm of the residual vector in terms of the norms of matrix and coefficients.  - 'sag' and 'saga': relative change of coef smaller than `tol`.  - 'lbfgs': maximum of the absolute (projected) gradient=max|residuals| smaller than `tol`."
RidgeCV,<class 'sklearn.linear_model._ridge.RidgeCV'>,"Medium, Large",sklearn.linear_model._ridge.RidgeCV,regressor,sklearn,linear_model,_ridge,RidgeCV,,"Ridge regression with built-in cross-validation.  See glossary entry for :term:`cross-validation estimator`.  By default, it performs efficient Leave-One-Out Cross-Validation.  Read more in the :ref:`User Guide <ridge_regression>`.  Parameters ---------- alphas : array-like of shape (n_alphas,), default=(0.1, 1.0, 10.0) Array of alpha values to try. Regularization strength; must be a positive float. Regularization improves the conditioning of the problem and reduces the variance of the estimates. Larger values specify stronger regularization. Alpha corresponds to ``1 / (2C)`` in other linear models such as :class:`~sklearn.linear_model.LogisticRegression` or :class:`~sklearn.svm.LinearSVC`. If using Leave-One-Out cross-validation, alphas must be strictly positive.  fit_intercept : bool, default=True Whether to calculate the intercept for this model. If set to false, no intercept will be used in calculations (i.e. data is expected to be centered).  scoring : str, callable, default=None A string (see :ref:`scoring_parameter`) or a scorer callable object / function with signature ``scorer(estimator, X, y)``. If None, the negative mean squared error if cv is 'auto' or None (i.e. when using leave-one-out cross-validation), and r2 score otherwise.  cv : int, cross-validation generator or an iterable, default=None Determines the cross-validation splitting strategy. Possible inputs for cv are:  - None, to use the efficient Leave-One-Out cross-validation - integer, to specify the number of folds. - :term:`CV splitter`, - An iterable yielding (train, test) splits as arrays of indices.  For integer/None inputs, if ``y`` is binary or multiclass, :class:`~sklearn.model_selection.StratifiedKFold` is used, else, :class:`~sklearn.model_selection.KFold` is used.  Refer :ref:`User Guide <cross_validation>` for the various cross-validation strategies that can be used here.  gcv_mode : {'auto', 'svd', 'eigen'}, default='auto' Flag indicating which strategy to use when performing Leave-One-Out Cross-Validation. Options are::  'auto' : use 'svd' if n_samples > n_features, otherwise use 'eigen' 'svd' : force use of singular value decomposition of X when X is dense, eigenvalue decomposition of X^T.X when X is sparse. 'eigen' : force computation via eigendecomposition of X.X^T  The 'auto' mode is the default and is intended to pick the cheaper option of the two depending on the shape of the training data.  store_cv_results : bool, default=False Flag indicating if the cross-validation values corresponding to each alpha should be stored in the ``cv_results_`` attribute (see below). This flag is only compatible with ``cv=None`` (i.e. using Leave-One-Out Cross-Validation)."
RidgeClassifier,<class 'sklearn.linear_model._ridge.RidgeClassifier'>,"Medium, Large",sklearn.linear_model._ridge.RidgeClassifier,classifier,sklearn,linear_model,_ridge,RidgeClassifier,,"Classifier using Ridge regression.  This classifier first converts the target values into ``{-1, 1}`` and then treats the problem as a regression task (multi-output regression in the multiclass case).  Read more in the :ref:`User Guide <ridge_regression>`.  Parameters ---------- alpha : float, default=1.0 Regularization strength; must be a positive float. Regularization improves the conditioning of the problem and reduces the variance of the estimates. Larger values specify stronger regularization. Alpha corresponds to ``1 / (2C)`` in other linear models such as :class:`~sklearn.linear_model.LogisticRegression` or :class:`~sklearn.svm.LinearSVC`.  fit_intercept : bool, default=True Whether to calculate the intercept for this model. If set to false, no intercept will be used in calculations (e.g. data is expected to be already centered).  copy_X : bool, default=True If True, X will be copied; else, it may be overwritten.  max_iter : int, default=None Maximum number of iterations for conjugate gradient solver. The default value is determined by scipy.sparse.linalg.  tol : float, default=1e-4 The precision of the solution (`coef_`) is determined by `tol` which specifies a different convergence criterion for each solver:  - 'svd': `tol` has no impact.  - 'cholesky': `tol` has no impact.  - 'sparse_cg': norm of residuals smaller than `tol`.  - 'lsqr': `tol` is set as atol and btol of scipy.sparse.linalg.lsqr, which control the norm of the residual vector in terms of the norms of matrix and coefficients.  - 'sag' and 'saga': relative change of coef smaller than `tol`.  - 'lbfgs': maximum of the absolute (projected) gradient=max|residuals| smaller than `tol`."
RidgeClassifierCV,<class 'sklearn.linear_model._ridge.RidgeClassifierCV'>,"Medium, Large",sklearn.linear_model._ridge.RidgeClassifierCV,classifier,sklearn,linear_model,_ridge,RidgeClassifierCV,,"Ridge classifier with built-in cross-validation.  See glossary entry for :term:`cross-validation estimator`.  By default, it performs Leave-One-Out Cross-Validation. Currently, only the n_features > n_samples case is handled efficiently.  Read more in the :ref:`User Guide <ridge_regression>`.  Parameters ---------- alphas : array-like of shape (n_alphas,), default=(0.1, 1.0, 10.0) Array of alpha values to try. Regularization strength; must be a positive float. Regularization improves the conditioning of the problem and reduces the variance of the estimates. Larger values specify stronger regularization. Alpha corresponds to ``1 / (2C)`` in other linear models such as :class:`~sklearn.linear_model.LogisticRegression` or :class:`~sklearn.svm.LinearSVC`. If using Leave-One-Out cross-validation, alphas must be strictly positive.  fit_intercept : bool, default=True Whether to calculate the intercept for this model. If set to false, no intercept will be used in calculations (i.e. data is expected to be centered).  scoring : str, callable, default=None A string (see :ref:`scoring_parameter`) or a scorer callable object / function with signature ``scorer(estimator, X, y)``.  cv : int, cross-validation generator or an iterable, default=None Determines the cross-validation splitting strategy. Possible inputs for cv are:  - None, to use the efficient Leave-One-Out cross-validation - integer, to specify the number of folds. - :term:`CV splitter`, - An iterable yielding (train, test) splits as arrays of indices.  Refer :ref:`User Guide <cross_validation>` for the various cross-validation strategies that can be used here.  class_weight : dict or 'balanced', default=None Weights associated with classes in the form ``{class_label: weight}``. If not given, all classes are supposed to have weight one.  The ""balanced"" mode uses the values of y to automatically adjust weights inversely proportional to class frequencies in the input data as ``n_samples / (n_classes * np.bincount(y))``.  store_cv_results : bool, default=False Flag indicating if the cross-validation results corresponding to each alpha should be stored in the ``cv_results_`` attribute (see below). This flag is only compatible with ``cv=None`` (i.e. using Leave-One-Out Cross-Validation)."
RobustScaler,<class 'sklearn.preprocessing._data.RobustScaler'>,Large,sklearn.preprocessing._data.RobustScaler,transformer,sklearn,preprocessing,_data,RobustScaler,,"Scale features using statistics that are robust to outliers.  This Scaler removes the median and scales the data according to the quantile range (defaults to IQR: Interquartile Range). The IQR is the range between the 1st quartile (25th quantile) and the 3rd quartile (75th quantile).  Centering and scaling happen independently on each feature by computing the relevant statistics on the samples in the training set. Median and interquartile range are then stored to be used on later data using the :meth:`transform` method.  Standardization of a dataset is a common preprocessing for many machine learning estimators. Typically this is done by removing the mean and scaling to unit variance. However, outliers can often influence the sample mean / variance in a negative way. In such cases, using the median and the interquartile range often give better results. For an example visualization and comparison to other scalers, refer to :ref:`Compare RobustScaler with other scalers <plot_all_scaling_robust_scaler_section>`."
SGDClassifier,<class 'sklearn.linear_model._stochastic_gradient.SGDClassifier'>,Large,sklearn.linear_model._stochastic_gradient.SGDClassifier,classifier,sklearn,linear_model,_stochastic_gradient,SGDClassifier,,"Linear classifiers (SVM, logistic regression, etc.) with SGD training.  This estimator implements regularized linear models with stochastic gradient descent (SGD) learning: the gradient of the loss is estimated each sample at a time and the model is updated along the way with a decreasing strength schedule (aka learning rate). SGD allows minibatch (online/out-of-core) learning via the `partial_fit` method. For best results using the default learning rate schedule, the data should have zero mean and unit variance.  This implementation works with data represented as dense or sparse arrays of floating point values for the features. The model it fits can be controlled with the loss parameter; by default, it fits a linear support vector machine (SVM).  The regularizer is a penalty added to the loss function that shrinks model parameters towards the zero vector using either the squared euclidean norm L2 or the absolute norm L1 or a combination of both (Elastic Net). If the parameter update crosses the 0.0 value because of the regularizer, the update is truncated to 0.0 to allow for learning sparse models and achieve online feature selection.  Read more in the :ref:`User Guide <sgd>`.  Parameters ---------- loss : {'hinge', 'log_loss', 'modified_huber', 'squared_hinge',        'perceptron', 'squared_error', 'huber', 'epsilon_insensitive',        'squared_epsilon_insensitive'}, default='hinge' The loss function to be used.  - 'hinge' gives a linear SVM. - 'log_loss' gives logistic regression, a probabilistic classifier. - 'modified_huber' is another smooth loss that brings tolerance to outliers as well as probability estimates. - 'squared_hinge' is like hinge but is quadratically penalized. - 'perceptron' is the linear loss used by the perceptron algorithm. - The other losses, 'squared_error', 'huber', 'epsilon_insensitive' and 'squared_epsilon_insensitive' are designed for regression but can be useful in classification as well; see :class:`~sklearn.linear_model.SGDRegressor` for a description.  More details about the losses formulas can be found in the :ref:`User Guide <sgd_mathematical_formulation>` and you can find a visualisation of the loss functions in :ref:`sphx_glr_auto_examples_linear_model_plot_sgd_loss_functions.py`.  penalty : {'l2', 'l1', 'elasticnet', None}, default='l2' The penalty (aka regularization term) to be used. Defaults to 'l2' which is the standard regularizer for linear SVM models. 'l1' and 'elasticnet' might bring sparsity to the model (feature selection) not achievable with 'l2'. No penalty is added when set to `None`.  You can see a visualisation of the penalties in :ref:`sphx_glr_auto_examples_linear_model_plot_sgd_penalties.py`.  alpha : float, default=0.0001 Constant that multiplies the regularization term. The higher the value, the stronger the regularization. Also used to compute the learning rate when `learning_rate` is set to 'optimal'. Values must be in the range `[0.0, inf)`.  l1_ratio : float, default=0.15 The Elastic Net mixing parameter, with 0 <= l1_ratio <= 1. l1_ratio=0 corresponds to L2 penalty, l1_ratio=1 to L1. Only used if `penalty` is 'elasticnet'. Values must be in the range `[0.0, 1.0]`.  fit_intercept : bool, default=True Whether the intercept should be estimated or not. If False, the data is assumed to be already centered.  max_iter : int, default=1000 The maximum number of passes over the training data (aka epochs). It only impacts the behavior in the ``fit`` method, and not the :meth:`partial_fit` method. Values must be in the range `[1, inf)`."
SGDOneClassSVM,<class 'sklearn.linear_model._stochastic_gradient.SGDOneClassSVM'>,"Medium, Large",sklearn.linear_model._stochastic_gradient.SGDOneClassSVM,unknown,sklearn,linear_model,_stochastic_gradient,SGDOneClassSVM,,Solves linear One-Class SVM using Stochastic Gradient Descent.  This implementation is meant to be used with a kernel approximation technique (e.g. `sklearn.kernel_approximation.Nystroem`) to obtain results similar to `sklearn.svm.OneClassSVM` which uses a Gaussian kernel by default.  Read more in the :ref:`User Guide <sgd_online_one_class_svm>`.
SGDRegressor,<class 'sklearn.linear_model._stochastic_gradient.SGDRegressor'>,Large,sklearn.linear_model._stochastic_gradient.SGDRegressor,regressor,sklearn,linear_model,_stochastic_gradient,SGDRegressor,,"Linear model fitted by minimizing a regularized empirical loss with SGD.  SGD stands for Stochastic Gradient Descent: the gradient of the loss is estimated each sample at a time and the model is updated along the way with a decreasing strength schedule (aka learning rate).  The regularizer is a penalty added to the loss function that shrinks model parameters towards the zero vector using either the squared euclidean norm L2 or the absolute norm L1 or a combination of both (Elastic Net). If the parameter update crosses the 0.0 value because of the regularizer, the update is truncated to 0.0 to allow for learning sparse models and achieve online feature selection.  This implementation works with data represented as dense numpy arrays of floating point values for the features.  Read more in the :ref:`User Guide <sgd>`.  Parameters ---------- loss : str, default='squared_error' The loss function to be used. The possible values are 'squared_error', 'huber', 'epsilon_insensitive', or 'squared_epsilon_insensitive'  The 'squared_error' refers to the ordinary least squares fit. 'huber' modifies 'squared_error' to focus less on getting outliers correct by switching from squared to linear loss past a distance of epsilon. 'epsilon_insensitive' ignores errors less than epsilon and is linear past that; this is the loss function used in SVR. 'squared_epsilon_insensitive' is the same but becomes squared loss past a tolerance of epsilon.  More details about the losses formulas can be found in the :ref:`User Guide <sgd_mathematical_formulation>`.  penalty : {'l2', 'l1', 'elasticnet', None}, default='l2' The penalty (aka regularization term) to be used. Defaults to 'l2' which is the standard regularizer for linear SVM models. 'l1' and 'elasticnet' might bring sparsity to the model (feature selection) not achievable with 'l2'. No penalty is added when set to `None`.  You can see a visualisation of the penalties in :ref:`sphx_glr_auto_examples_linear_model_plot_sgd_penalties.py`.  alpha : float, default=0.0001 Constant that multiplies the regularization term. The higher the value, the stronger the regularization. Also used to compute the learning rate when `learning_rate` is set to 'optimal'. Values must be in the range `[0.0, inf)`.  l1_ratio : float, default=0.15 The Elastic Net mixing parameter, with 0 <= l1_ratio <= 1. l1_ratio=0 corresponds to L2 penalty, l1_ratio=1 to L1. Only used if `penalty` is 'elasticnet'. Values must be in the range `[0.0, 1.0]`.  fit_intercept : bool, default=True Whether the intercept should be estimated or not. If False, the data is assumed to be already centered.  max_iter : int, default=1000 The maximum number of passes over the training data (aka epochs). It only impacts the behavior in the ``fit`` method, and not the :meth:`partial_fit` method. Values must be in the range `[1, inf)`."
SVC,<class 'sklearn.svm._classes.SVC'>,"Small, Medium",sklearn.svm._classes.SVC,classifier,sklearn,svm,_classes,SVC,,"C-Support Vector Classification.  The implementation is based on libsvm. The fit time scales at least quadratically with the number of samples and may be impractical beyond tens of thousands of samples. For large datasets consider using :class:`~sklearn.svm.LinearSVC` or :class:`~sklearn.linear_model.SGDClassifier` instead, possibly after a :class:`~sklearn.kernel_approximation.Nystroem` transformer or other :ref:`kernel_approximation`.  The multiclass support is handled according to a one-vs-one scheme.  For details on the precise mathematical formulation of the provided kernel functions and how `gamma`, `coef0` and `degree` affect each other, see the corresponding section in the narrative documentation: :ref:`svm_kernels`.  To learn how to tune SVC's hyperparameters, see the following example: :ref:`sphx_glr_auto_examples_model_selection_plot_nested_cross_validation_iris.py`  Read more in the :ref:`User Guide <svm_classification>`.  Parameters ---------- C : float, default=1.0 Regularization parameter. The strength of the regularization is inversely proportional to C. Must be strictly positive. The penalty is a squared l2 penalty. For an intuitive visualization of the effects of scaling the regularization parameter C, see :ref:`sphx_glr_auto_examples_svm_plot_svm_scale_c.py`.  kernel : {'linear', 'poly', 'rbf', 'sigmoid', 'precomputed'} or callable,          default='rbf' Specifies the kernel type to be used in the algorithm. If none is given, 'rbf' will be used. If a callable is given it is used to pre-compute the kernel matrix from data matrices; that matrix should be an array of shape ``(n_samples, n_samples)``. For an intuitive visualization of different kernel types see :ref:`sphx_glr_auto_examples_svm_plot_svm_kernels.py`.  degree : int, default=3 Degree of the polynomial kernel function ('poly'). Must be non-negative. Ignored by all other kernels.  gamma : {'scale', 'auto'} or float, default='scale' Kernel coefficient for 'rbf', 'poly' and 'sigmoid'.  - if ``gamma='scale'`` (default) is passed then it uses 1 / (n_features * X.var()) as value of gamma, - if 'auto', uses 1 / n_features - if float, must be non-negative."
SVR,<class 'sklearn.svm._classes.SVR'>,"Small, Medium",sklearn.svm._classes.SVR,regressor,sklearn,svm,_classes,SVR,,"Epsilon-Support Vector Regression.  The free parameters in the model are C and epsilon.  The implementation is based on libsvm. The fit time complexity is more than quadratic with the number of samples which makes it hard to scale to datasets with more than a couple of 10000 samples. For large datasets consider using :class:`~sklearn.svm.LinearSVR` or :class:`~sklearn.linear_model.SGDRegressor` instead, possibly after a :class:`~sklearn.kernel_approximation.Nystroem` transformer or other :ref:`kernel_approximation`.  Read more in the :ref:`User Guide <svm_regression>`.  Parameters ---------- kernel : {'linear', 'poly', 'rbf', 'sigmoid', 'precomputed'} or callable,          default='rbf' Specifies the kernel type to be used in the algorithm. If none is given, 'rbf' will be used. If a callable is given it is used to precompute the kernel matrix. For an intuitive visualization of different kernel types see :ref:`sphx_glr_auto_examples_svm_plot_svm_regression.py`  degree : int, default=3 Degree of the polynomial kernel function ('poly'). Must be non-negative. Ignored by all other kernels.  gamma : {'scale', 'auto'} or float, default='scale' Kernel coefficient for 'rbf', 'poly' and 'sigmoid'.  - if ``gamma='scale'`` (default) is passed then it uses 1 / (n_features * X.var()) as value of gamma, - if 'auto', uses 1 / n_features - if float, must be non-negative."
SelectFdr,<class 'sklearn.feature_selection._univariate_selection.SelectFdr'>,Large,sklearn.feature_selection._univariate_selection.SelectFdr,transformer,sklearn,feature_selection,_univariate_selection,SelectFdr,,"Filter: Select the p-values for an estimated false discovery rate.  This uses the Benjamini-Hochberg procedure. ``alpha`` is an upper bound on the expected false discovery rate.  Read more in the :ref:`User Guide <univariate_feature_selection>`.  Parameters ---------- score_func : callable, default=f_classif Function taking two arrays X and y, and returning a pair of arrays (scores, pvalues). Default is f_classif (see below ""See Also""). The default function only works with classification tasks.  alpha : float, default=5e-2 The highest uncorrected p-value for features to keep.  Attributes ---------- scores_ : array-like of shape (n_features,) Scores of features.  pvalues_ : array-like of shape (n_features,) p-values of feature scores.  n_features_in_ : int Number of features seen during :term:`fit`."
SelectFpr,<class 'sklearn.feature_selection._univariate_selection.SelectFpr'>,Large,sklearn.feature_selection._univariate_selection.SelectFpr,transformer,sklearn,feature_selection,_univariate_selection,SelectFpr,,"Filter: Select the pvalues below alpha based on a FPR test.  FPR test stands for False Positive Rate test. It controls the total amount of false detections.  Read more in the :ref:`User Guide <univariate_feature_selection>`.  Parameters ---------- score_func : callable, default=f_classif Function taking two arrays X and y, and returning a pair of arrays (scores, pvalues). Default is f_classif (see below ""See Also""). The default function only works with classification tasks.  alpha : float, default=5e-2 Features with p-values less than `alpha` are selected.  Attributes ---------- scores_ : array-like of shape (n_features,) Scores of features.  pvalues_ : array-like of shape (n_features,) p-values of feature scores.  n_features_in_ : int Number of features seen during :term:`fit`."
SelectFromModel,<class 'sklearn.feature_selection._from_model.SelectFromModel'>,Large,sklearn.feature_selection._from_model.SelectFromModel,transformer,sklearn,feature_selection,_from_model,SelectFromModel,,Meta-transformer for selecting features based on importance weights.
SelectFwe,<class 'sklearn.feature_selection._univariate_selection.SelectFwe'>,Large,sklearn.feature_selection._univariate_selection.SelectFwe,transformer,sklearn,feature_selection,_univariate_selection,SelectFwe,,"Filter: Select the p-values corresponding to Family-wise error rate.  Read more in the :ref:`User Guide <univariate_feature_selection>`.  Parameters ---------- score_func : callable, default=f_classif Function taking two arrays X and y, and returning a pair of arrays (scores, pvalues). Default is f_classif (see below ""See Also""). The default function only works with classification tasks.  alpha : float, default=5e-2 The highest uncorrected p-value for features to keep.  Attributes ---------- scores_ : array-like of shape (n_features,) Scores of features.  pvalues_ : array-like of shape (n_features,) p-values of feature scores.  n_features_in_ : int Number of features seen during :term:`fit`."
SelectKBest,<class 'sklearn.feature_selection._univariate_selection.SelectKBest'>,Large,sklearn.feature_selection._univariate_selection.SelectKBest,transformer,sklearn,feature_selection,_univariate_selection,SelectKBest,,"Select features according to the k highest scores.  Read more in the :ref:`User Guide <univariate_feature_selection>`.  Parameters ---------- score_func : callable, default=f_classif Function taking two arrays X and y, and returning a pair of arrays (scores, pvalues) or a single array with scores. Default is f_classif (see below ""See Also""). The default function only works with classification tasks."
SelectPercentile,<class 'sklearn.feature_selection._univariate_selection.SelectPercentile'>,Large,sklearn.feature_selection._univariate_selection.SelectPercentile,transformer,sklearn,feature_selection,_univariate_selection,SelectPercentile,,"Select features according to a percentile of the highest scores.  Read more in the :ref:`User Guide <univariate_feature_selection>`.  Parameters ---------- score_func : callable, default=f_classif Function taking two arrays X and y, and returning a pair of arrays (scores, pvalues) or a single array with scores. Default is f_classif (see below ""See Also""). The default function only works with classification tasks."
SelfTrainingClassifier,<class 'sklearn.semi_supervised._self_training.SelfTrainingClassifier'>,Medium,sklearn.semi_supervised._self_training.SelfTrainingClassifier,classifier,sklearn,semi_supervised,_self_training,SelfTrainingClassifier,,"Self-training classifier.  This :term:`metaestimator` allows a given supervised classifier to function as a semi-supervised classifier, allowing it to learn from unlabeled data. It does this by iteratively predicting pseudo-labels for the unlabeled data and adding them to the training set.  The classifier will continue iterating until either max_iter is reached, or no pseudo-labels were added to the training set in the previous iteration.  Read more in the :ref:`User Guide <self_training>`.  Parameters ---------- estimator : estimator object An estimator object implementing `fit` and `predict_proba`. Invoking the `fit` method will fit a clone of the passed estimator, which will be stored in the `estimator_` attribute."
